name,description,availability,price,discount_price,sku
Natec NKA-0615 Sata III 6Gbps Cable 50cm Red Blister,No description available,Out of Stock,€5.22,,natec-nka-0615-sata-iii-6gbps-cable-50cm-red-blister
Vention IT Cable SATA 15P M to 2x15P F Power Splitter...,No description available,Out of Stock,€5.32,,vention-it-cable-sata-15p-m-to-2x15p-f-power-splitter-015m-kdbbb
Techlink iWires 2RCA to 2RCA 1.0m 710031,Type:2RCA|Length:1.0m,Out of Stock,€5.39,,techlink-iwires-2rca-to-2rca-10m-710031
Unitek Y-C922ABK 3.5mm to 3.5mm Audio Cable 1.5m,Type:3.5mm to 3.5mm|Length:1.5m,Out of Stock,€5.39,,unitek-y-c922abk-35mm-to-35mm-audio-cable-15m
AV:link 3.5mm to 2RCA 5.0m 112.066UK,Type:3.5mm to 2RCA|Length:5.0m,Out of Stock,€5.40,,av-link-35mm-to-2rca-50m-112066uk
AV:link 3.5mm to 3.5mm Stereo 6.0m 112.040UK,Type:3.5mm to 3.5mm|Length:6.0m,Out of Stock,€5.40,,av-link-35mm-to-35mm-stereo-60m-112040uk
Scart to 3RCA Cable with Switch 2.0m,Type:Scart to 3RCA|Length:2.0m,Out of Stock,€5.40,,scart-to-3rca-cable-with-switch-20m
AV:link 3.5mm Stereo Extension Lead 6.0m 112.044UK,Type:3.5mm to 3.5mm|Length:6.0m|Extension:Yes,Out of Stock,€5.40,,av-link-35mm-stereo-extension-lead-60m-112044uk
DigitMX DMX-HDMI1403 HDMI Cable 1.4 3.0m,Type:HDMI|Length:3.0m|Version:1.4,Out of Stock,€5.40,,digitmx-dmx-hdmi1403-hdmi-cable-14-30m
AV:link HDMI Thin Wire 4K 0.5m 112.135UK,Type:HDMI|Length:0.5m|Version:1.4,Out of Stock,€5.40,,av-link-hdmi-thin-wire-4k-05m-112135uk
Mercury IEC Lead 2.0m Bag 114.007UK,Type:IEC|Length:2.0m,Out of Stock,€5.44,,mercury-iec-lead-20m-bag-114007uk
Genesis NGF-1166 Case/CPU Fan Red,Type:Fan|LED TYPE:Single|Color:Red,Out of Stock,€5.50,,genesis-ngf-1166-case-cpu-fan-red
DVI to VGA adapter DVI 24+1 MALE to VGA FEMALE,"Connector A: DVI 24+1 pin male
Connector B: VGA Female",Out of Stock,€5.50,,dvi-to-vga-adapter-dvi-241-male-to-vga-female
PC Power Cable 3m BC-201 / UK Plug,"UK Plug
Cable For Desktop PC
Cable lenght 3 m",Out of Stock,€5.50,,pc-power-cable-3m-bc-201-uk-plug
Alcatroz X-Craft Classic Electro Gaming Mouse,Mouse Type:Wired|Type:Wired|Dpi:2400|Extras:Graphic Lighting effect|Light FX:Yes,Out of Stock,€5.50,,alcatroz-x-craft-classic-electro-gaming-mouse
Alcatroz ASIC 9 RGB Wired Mouse White,Type:Wired|Dpi:1000|Light FX:Yes,Out of Stock,€5.50,,mouse-alcatroz-asic-9-white
Logilink AH0010  Adapter HDMI To Micro HDMI,"Connector 1: HDMI 19-pin Type A female
Connector 2: HDMI 19-pin Type D male
Gold plated contacts
Transmission of audio, video and ethernet data
Standard: HDMI High Speed with Ethernet
480i, 480p, 720p, 1080i, 1080p, 1440p, 2160p
Max Data Transfer:...",Out of Stock,€5.50,,logilink-ah0010-adapter-hdmi-to-micro-hdmi
Unitek Y-C138M Premium 100% Copper HDMI Cable 2.0m,"Type:HDMI
Length: 2.0m
Version:1.4",Out of Stock,€5.50,,unitek-y-c138m-premium-100-copper-hdmi-cable-20m
Natec Mouse Wireless Optical 1600DPI Black TOUCAN,Type:2.4GHz+Bluetooth|Dpi:12000|Silent:Yes,Out of Stock,€5.60,,natec-mouse-wireless-optical-1600dpi-black-toucan-5901969439069
Alcatroz Airmouse V Wireless Mouse White,Type:Wireless|Wireless Type:2.4GHz,Out of Stock,€5.60,,alcatroz-airmouse-v-wireless-mouse-white-8886411965495
Alcatroz Airmouse V Wireless Mouse Black,Type:Wireless|Dpi:1200|Wireless Type:2.4GHz,Out of Stock,€5.60,,alcatroz-airmouse-v-wireless-mouse-black
Unitek USB-A 3.0 to Micro-B Cable 0.3m (for external HDD),No description available,Out of Stock,€5.69,,unitek-usb-a-30-to-micro-b-cable-03m-for-external-hdd
Unitek Y-2178 USB2.0 4-Port Hub with 30cm cable,"Best solution for USB port expansion.
	With USB2.0 specification.
	Backward compatible with USB1.1.
	Support data transfer up to 480Mbps.
	Plug and play, no need to install driver.",Out of Stock,€5.69,,unitek-y-2178-usb20-4-port-hub-with-30cm-cable
Unitek VC Mini Displayport to DVI Y-6326WH,Input:Mini Displayport|DVI Output:Yes,Out of Stock,€5.69,,unitek-vc-mini-displayport-to-dvi-y-6326wh
Unitek Y-C462GBK USB3.0 to Micro-B HDD Cable 1.5m,"Size:2.5""",Out of Stock,€5.69,,unitek-y-c462gbk-usb30-to-micro-b-hdd-cable-15m-4894160026446
Unitek Y-C811ABL Patch Cable CAT6 Blue 3.0m,Type:Cat6|Conductor:Copper|Length:3.0m|Colour:Blue,Out of Stock,€5.70,,unitek-y-c811abl-patch-cable-cat6-blue-30m-4894160012296
Kuwes Ethernet Cable CAT6 CU Grey 2.0m,Type:Cat6|Conductor:Copper|Length:2.0m|Colour:Grey,Out of Stock,€5.70,,kuwes-ethernet-cable-cat6-cu-grey-20m
Unitek C1810GBK Flat Patch Cable CAT6 Black 2.0m,Type:Cat6|Conductor:Copper|Length:2.0m|Colour:Black,Out of Stock,€5.70,,unitek-c1810gbk-flat-patch-cable-cat6-black-20m-4894160043603
Lanberg HDMI(M) to DVI-D(M)(18+1) Cable 1.8m,Cable Type:DVI|DVI Port Type:DVI-D to HDMI|Length:1.8m,Out of Stock,€5.70,,lanberg-hdmim-to-dvi-dm181-cable-18m
Unitek Y-C458GBK USB3.0  USB-A Male to USB-A Female...,Cable Type:USB|USB Type:USB-A to USB-A Extension|USB Version:3.0|Length:1.5m,Out of Stock,€5.70,,unitek-y-c458gbk-usb30-usb-a-male-to-usb-a-female-extension-cable-15m
Unitek Y-C420GBK USB 2.0 Cable A-B 3.0m,Cable Type:USB|USB Type:USB-A to USB-B|USB Version:2.0|Length:2.0m,Out of Stock,€5.70,,unitek-y-c420gbk-usb-20-cable-a-b-30m
Unitek VC HDMI to DVI 24+1 1.5m Cable Y-C217E,Cable Type:DVI|Length:1.5m,Out of Stock,€5.80,,unitek-vc-hdmi-to-dvi-241-15m-cable-y-c217e
Trust Carve Mouse,"Comfortable optical mouse with USB connection, suitable for all computers with USB port
With 3 buttons and scroll wheel
Advanced optical sensor for fast response and high accuracy
Suitable for both right and left hand users",Out of Stock,€5.80,,trust-carve-mouse
AV:link HDMI Plug to HDMI Micro Plug 1.5m 112.083UK,Type:HDMI Micro|Length:1.5m,Out of Stock,€5.85,,av-link-hdmi-plug-to-hdmi-micro-plug-15m-112083uk
Mercury Laptop Clover Power Lead Black 3A 2m 114.043UK,Type:Cloverleaf|Length:2.0m,Out of Stock,€5.88,,mercury-laptop-clover-power-lead-black-3a-2m-114043uk
Alcatroz ASIC 9 RGB Wired Mouse Black,Type:Wired|Dpi:1000|Light FX:Yes,Out of Stock,€6.00,,alcatroz-asic-9-rgb-wired-mouse-black-8886411967314
Alcatroz Airmouse Wireless Mouse Black,Type:Wireless|Dpi:1000|Wireless Type:2.4GHz,Out of Stock,€6.00,,alcatroz-airmouse-wireless-mouse-black-8886411962821
Power Extension Cable C13 to C14 BC-207 3 m,"Connector A: C13 straight female
Connector B:  C14 straight male 
Conductor material: Copper
Length 3 m",Out of Stock,€6.00,,power-extension-cable-c13-to-c14-bc-207-3-m
Vention AUDIO 3.5mm M-M Cable Braided Metal 5.0m BAWBJ,"Type: 3.5 mm to 3.5 mm
Length: 5.0 m",Out of Stock,€6.00,,vention-audio-35mm-m-m-cable-braided-metal-50m-bawbj
Logilink RP0011 SMOKE DETECTOR TEST SPRAY 150ml,"Size: 150 ml
Propellant: Propane / Butane (Flammable)",Out of Stock,€6.00,,logilink-rp0011-smoke-detector-test-spray-150ml
Case FAN InterTech Argus L-12025 120 mm,"Dimensions: 120 x 120 x 25 mm
Rated Fan Speed: 1200 RPM
Air Flow: 59 CFM 
Noise Level: 21.0 dB(A)
Power Consumption: 1.3 W
Bearing: Fluid Dynamic Bearing
Cable Length: 300 mm",Out of Stock,€6.00,,case-fan-intertech-argus-l-12025-120-mm-4260455644501
Unitek Y-C476BK USB3.1 USB-C Male to USB-A Female...,Cable Type:USB|Connectivity:Type-C|Length:0.2m|USB Type:USB-C to USB-A Extension|USB Version:3.1,Out of Stock,€6.00,,unitek-y-c476bk-usb31-usb-c-male-to-usb-a-female-extension-cable-20cm-4894160017260
Ugreen HDMI to DVI 24+1 Female to Male Adaptor,"Adapter for connection of HDMI cables to the DVI connector
HDMI socket (19pin) to DVI-D plug (24+1)
Supports only digital signals
Supports audio signals",Out of Stock,€6.00,,ugreen-hdmi-to-dvi-241-female-to-male-adaptor-6957303821242
Unitek Y-C137M Premium 100% Copper HDMI Cable 1.5m,Type:HDMI|Length:1.5m|Version:1.4,Out of Stock,€6.00,,unitek-y-c137m-premium-100-copper-hdmi-cable-15m-4894160023247
Laptop keyboard stickers Russian - English black color,"Black Stickers For Laptop Keyboard
Russian - English Layout Letters",Out of Stock,€6.00,,laptop-keyboard-stickers-russian-english-black-color
D-link Patch cord  Cat 6 UTP 5 m,"UTP CAT 6 250MHz Bulk cable
Connector RJ-45 metallic
Jacket Material: Double sheath, PVC Inner Sheath
UV PVC Outer Sheath
5 m Lenght",Out of Stock,€6.00,,d-link-patch-cord-cat-6-utp-5-m
Logilink RP0001 Spray Duster 400 ml,Size: 400 ml,Out of Stock,€6.00,,logilink-rp0001-spray-duster-400-ml
Unitek C1896BK-2M CAT6 M-F Extension Cable 2.0m,Type:Cat6|Conductor:Copper|Length:2.0m|Colour:Black,Out of Stock,€6.17,,unitek-c1896bk-2m-cat6-m-f-extension-cable-20m
Techlink iWires HDMI to HDMI 1.0m 710201,Type:HDMI|Length:1.0m|Version:2.0,Out of Stock,€6.29,,techlink-iwires-hdmi-to-hdmi-10m-710201
Techlink iWires 3.5mm Extension M-F 2.0m 710552,Type:3.5mm to 3.5mm|Length:2.0m|Extension:Yes,Out of Stock,€6.29,,techlink-iwires-35mm-extension-m-f-20m-710552
Techlink iWires 3.5mm to 3.5mm 3.0m 710263,Type:3.5mm to 3.5mm|Length:3.0m,Out of Stock,€6.29,,techlink-iwires-35mm-to-35mm-30m-710263
Vcom CV201-10 3.5mm to 3.5mm Cable 10.0m,Type:3.5mm to 3.5mm|Length:10.0m,Out of Stock,€6.30,,vcom-cv201-10-35mm-to-35mm-cable-100m
Mercury Network Impact and Punch Tool 710.289UK,A high quality termination hand tool for seating data cable into terminals. Suitable for a wide range of terminal blocks including KRONE.,Out of Stock,€6.31,,mercury-network-impact-and-punch-tool-710289uk
Techlink iWires 3.5mm to 2RCA 3.0m 710023,Type:3.5mm to 2RCA|Length:3.0m,Out of Stock,€6.39,,techlink-iwires-35mm-to-2rca-30m-710023
Verbatim USB Drive 2.0 Pinstripe 16GB Black,Capacity:16GB|Speed:USB 2.0,Out of Stock,€6.49,,verbatim-usb-drive-20-pinstripe-16gb-black
Genius X-G200 wired mouse,"Comfortable optical mouse with USB connection, suitable for all computers with USB port
With 3 buttons and scroll wheel
Advanced optical sensor for fast response and high accuracy
Suitable for both right and left hand users",Out of Stock,€6.50,,genius-x-g200-wired-mouse
Logilink HDMI to DVI 24+1 female to Male Adaptor,"Adapter for connection of HDMI cables to the DVI connector
HDMI socket (19pin) to DVI-D plug (24+1)
Supports only digital signals
Supports audio signals",Out of Stock,€6.50,,logilink-hdmi-to-dvi-241-female-to-male-adaptor
Logilink USB 3.0 Extension 2m,"2m USB 3.0 A-A Male/Female CABLE LOGILINK
Color black
USB speed 5 Gbit/s",Out of Stock,€6.50,,logilink-usb-30-extension-2m-4052792001051
PQ-415 8cm Spire Case Blue Fan 80 mm,"3-pin Molex board connector
Quiet and dependable
Low noise
Fan size: 80*80*25mm
Voltage: 12V, D.C low power consumption",Out of Stock,€6.50,,pq-415-8cm-spire-case-blue-fan-80-mm
Multi-function 10 in 1 USB Charger Cable Cell Phone,No description available,Out of Stock,€6.50,,multi-function-10-in-1-usb-charger-cable-cell
Thermal paste be quiet DC2 BZ004,"Thermal conductivity (W/mK) 7.5
Temperature range (°C) -20 - 120
Compatible be quiet! coolers all",Out of Stock,€6.50,,thermal-paste-be-quiet-dc2-bz004-4260052189597
Sama Red Fan 120mm,"Fan size: 120mm x 120mm x 25mm
Rated Speed: 1000rpm
Rated Voltage: 12VDC
Staring Current: 5 VDC
Rated Current: -0,20A
Sleeve Bearing
Air Flow: 43,2CFM
Noise Level: 19.8 DBA
Connectors: 3Pin + 4Pin",Out of Stock,€6.50,,sama-red-fan-120mm
Unitek OT142BK Velcro Cable Organizer 5.0m,No description available,Out of Stock,€6.55,,unitek-ot142bk-velcro-cable-organizer-50m-4894160046109
PNY Attache 4 USB 2.0 Stick 16GB Black,Capacity:16GB|Speed:USB 2.0,Out of Stock,€6.59,,pny-attache-4-usb-20-stick-16gb-black
Unitek C1811GBK Flat Patch Cable CAT6 Black 3.0m,Type:Cat6|Conductor:Copper|Length:3.0m|Colour:Black,Out of Stock,€6.60,,unitek-c1811gbk-flat-patch-cable-cat6-black-30m-4894160043610
Unitek Y-2140 USB2.0 4 Port Hub 0.8m,"Best solution for USB port expansion.
	With USB2.0 specification.
	Support data transfer up to 480Mbps.
	Plug and play, no need to install driver.
	Backward compatible with USB1.1.
	Bus-powered, provided with an optional power port.",Out of Stock,€6.64,,unitek-y-2140-usb20-4-port-hub-08m-4894160007087
Mercury Precision Screwdriver Set - 6pcs 710.213UK,No description available,Out of Stock,€6.64,,mercury-precision-screwdriver-set-6pcs-710213uk
Unitek Y-C607BK DisplayPort Cable 1.5m,Cable Type:Displayport|Display Port Type:DP to DP|Length:1.5m,Out of Stock,€6.65,,unitek-y-c607bk-displayport-cable-15m-4894160027269
Kuwes Ethernet Cable CAT6 Grey CU 3.0m,Type:Cat6|Conductor:Copper|Length:3.0m|Colour:Grey,Out of Stock,€6.65,,kuwes-ethernet-cable-cat6-grey-cu-30m
Lanberg Fiber Patch Cord ST/UPC-LC/UPC MM 50/125 Duplex...,"Connectors : ST, LC
Fiber optic type : OM2
Cable length : 1 meter
Fiber diameter : 50/125
Cable Construction : Duplex
Insertion loss : 0.25 dB",Out of Stock,€6.80,,lanberg-fiber-patch-cord-stupc-lcupc-mm-50125-duplex-om2-lszh-1-m
Genesis NGF-1167 Case/CPU Fan Blue,Type:Fan|LED TYPE:Single|Color:White,Out of Stock,€6.80,,genesis-ngf-1167-casecpu-fan-blue
Armaggeddon Saber Jade Dual Gaming PC Fan,Type:Fan|Fan Type:Saber|LED TYPE:Dual|Color:Green,Out of Stock,€6.80,,armaggeddon-saber-jade-dual-gaming-pc-fan-8886411986476
A4 tech Wired Mouse N-301,"Connection: USB
technology V-Track: Working on any surface
Symmetrical shape, suitable for both right-hand and left-hand",Out of Stock,€6.90,,a4-tech-wired-mouse-n-301
Unitek Y-C139M Premium 100% Copper HDMI Cable 3.0m,Type:HDMI|Length:3.0m|Version:1.4,Out of Stock,€6.90,,unitek-y-c139m-premium-100-copper-hdmi-cable-30m
PNY Attache 4 USB 2.0 Stick 32GB Black,Capacity:32GB|Speed:USB 2.0,Out of Stock,€6.99,,pny-attache-4-usb-20-stick-32gb-black
Mercury IEC RA Power Cable 2.0m Bag 114.023UK,Type:IEC|Length:2.0m,Out of Stock,€7.00,,mercury-iec-ra-power-cable-20m-bag-114023uk
Audio Splitter Logilink CA1100 3.5 mm,"4PIN MALE TO 2X3,5 3pin FEMALE ADAPTERSuitable for connecting headset with the tablet, notebook or PCConnection 1: 4-pin 3.5 mm stereo maleConnection 2: 2x 3-pin stereo femaleGold-plated contactsPlastic housingCable length: 15 cmColor: Black",Out of Stock,€7.00,,audio-splitter-logilink-ca1100-35-mm
Gamemax GMX AF12B Blue Led Fan,Type:Fan|LED TYPE:Single|Color:Blue,Out of Stock,€7.00,,gamemax-gmx-af12b-blue-led-fan
Display Port cable male to male,"Supported Video format: 4K/2K@24Hz, 4K/2K@30Hz or 4K/2K@60Hz
DisplayPort 1.2
Length: 1.8 m",Out of Stock,€7.00,,display-port-cable-male-to-male-4054007845016
Mousepad Haveit HV-MP839 250 X 210,"Material: Anti-slip rubber base
Size: 250 x 210 x 2 (mm)
colour: Black",Out of Stock,€7.00,,-mousepad-haveit-hv-mp839-250-x-210
Digitus USB Extension cable M/F 5m AK-300202-050-S,"USB 2.0 extension cable, type A
M/F, USB 2.0 conform
Length 5 meters",Out of Stock,€7.00,,digitus-usb-extension-cable-mf-5m-ak-300202-050-s
Orico USB-A Hub 3Port Mini Stick type MINI-U32,"The Orico USB hub has 3 USB 2.0 output ports, suitable for simultaneously connecting devices such as mice, sticks, external hard drives, keyboards and more to the computer. It is powered via the USB cable that connects to your computer....",Out of Stock,€7.00,,orico-usb-a-hub-3port-mini-stick-type-mini-u32
Comix CD Wallet up to 48 disc,"CD/DVD Wallet
Capacity : 48 CD
Color : Grey",Out of Stock,€7.00,,comix-cd-wallet-up-to-48-disc
SUPER FLOWER Led Blue Fan 80 mm,"8 CM BLUE LED FAN
80x80x25mm modding fan blue with sleeve-bearing
3-pin Molex board connector
Blue Breeze Led fan
Dimensions 80x80x25mm (L x W x H)",Out of Stock,€7.00,,super-flower-led-blue-fan-80-mm
Unitek C1896BK-3M CAT6 M-F Extension Cable 3.0m,Type:Cat6|Conductor:Copper|Length:3.0m|Colour:Black,Out of Stock,€7.12,,unitek-c1896bk-3m-cat6-m-f-extension-cable-30m
Unitek Y-C930ABK 3.5mm to 3.5mm Audio Cable 5.0m Gold...,Type:3.5mm to 3.5mm|Length:5.0m,Out of Stock,€7.19,,unitek-y-c930abk-35mm-to-35mm-audio-cable-50m-gold-plated-black-grey
AV:link 2RCA to 2RCA Cable 10.0m 112.060UK,Type:2RCA|Length:10.0m,Out of Stock,€7.20,,av-link-2rca-to-2rca-cable-100m-112060uk
Unitek Y-C1001 HDMI Right Angle 4K/HDR Cable 90 Degrees 2m,Type:HDMI|Length:2.0m|Version:2.0,Out of Stock,€7.20,,unitek-y-c1001-hdmi-right-angle-4k-hdr-cable-90-degrees-2m
AV:link 3RCA to 3RCA Cable 5.0m 112.076UK,Type:3RCA|Length:5.0m,Out of Stock,€7.20,,av-link-3rca-to-3rca-cable-50m-112076uk
Unitek USB-A Hub 4port 3xUSB2.0 1xUSB3.0 H1208A,"Connect up to 4 USB-A devices simultaneously. UNITEK 4 in 1 USB-A Hub offers data transfer rate up to 5Gbps (3 ports x 480Mbps, 1 port x 5Gbps). High Speed Transmission: This USB-A hub features 1 USB-A 5Gbps port and 3 USB-A 480 Mbps ports Users...",Out of Stock,€7.20,,unitek-usb-a-hub-4port-3xusb20-1xusb30-h1208a-4894160050090
Xiaomi Mi Casual Daypack Pink,"Type:BackPack|Size:Up to 14""|Water Protection:Splash Proof|Color:Pink",Out of Stock,€7.26,,xiaomi-mi-casual-daypack-pink
Verbatim Mouse Wired Optical Black,Type:Wired|Dpi:1000,Out of Stock,€7.30,,verbatim-mouse-wired-optical-black
Tust Ziva Wired Optical Mouse,"Smooth &amp; accurate mouse control
Speed select button (1200 DPI)
Rubber top layer
8m wireless range
On/off switch",Out of Stock,€7.50,,tust-ziva-wired-optical-mouse
Unitek HC HDMI to HDMI Cable (bag) 5.0m C11066BK-5M,"Type: HDMI
Length: 5.0m
Version: 1.4",Out of Stock,€7.50,,unitek-hc-hdmi-to-hdmi-cable-bag-50m-c11066bk-5m-4894160010476
Unitek HDMI Cable 8K 60Hz CCS Economy C11086GY-2M,"Type: HDMI 2.1
Length: 2.0 m",Out of Stock,€7.50,,unitek-hdmi-cable-8k-60hz-ccs-economy-c11086gy-2m--4894160010476
HDMI 2.0 Flat Cable 19pin HDMI male to male,"HDMI 2.0 FLAT CABLE lets you connect to any HDMI Source such as a 3D Blu-ray player, HD Box, PS, XBox Blue-Ray HDTV, or other HDMI device
19 pin HDMI male to male
Lenght: 1m",Out of Stock,€7.50,,hdmi-20-flat-cable-19pin-hdmi-male-to-male
Unitek HC HDMI to HDMI Flat Cable C11063BK-1.5M,Type:HDMI|Length:1.5m|Version:2.0,Out of Stock,€7.50,,unitek-hc-hdmi-to-hdmi-flat-cable-c11063bk-15m-4894160047915
Unitek C1810EBK CAT7 SSTP Pure Copper Ethernet Cable 2.0m...,Type:Cat7|Conductor:Copper|Length:2.0m|Colour:Black,Out of Stock,€7.51,,unitek-c1810ebk-cat7-sstp-pure-copper-ethernet-cable-20m-black-4894160038678
Alcatroz Airmouse 3 Wireless Mouse,Type:Wireless|Dpi:1200|Wireless Type:2.4GHz,Out of Stock,€7.59,,alcatroz-airmouse-3-wireless-mouse-
Orico HDE USB3.0 2.5'' HDD/SSD Enclosure 2020U3,"Size:2.5""|Housing Material:Plastic|Transfer Speed:USB3.0 5Gbps",Out of Stock,€7.59,,orico-hde-usb30-25-hdd-ssd-enclosure-2020u3
Genius mouse Wireless Silent AI Copilot Ergo 8100S AI Silver,"Type: Wireless
Dpi: 800/1200/1600
Wireless Type: 2.4GHz
Silent: Yes",Out of Stock,€7.59,,genius-mouse-wireless-silent-ai-copilot-ergo-8100s-ai-silver-4710268261452
Unitek Y-C504G VGA to VGA Cable 3.0m,Cable Type:VGA|Ferrite:Yes|Length:3.0m,Out of Stock,€7.60,,unitek-y-c504g-vga-to-vga-cable-30m
Lanberg HDMI(M) to DVI-D(M)(24+1) Cable 1.8m,Cable Type:DVI|DVI Port Type:DVI-D to HDMI,Out of Stock,€7.60,,lanberg-hdmim-to-dvi-dm241-cable-18m-5901969421705
Unitek Y-C812ABL Patch Cable CAT6 Blue 5.0m,Type:Cat6|Conductor:Copper|Length:5.0m|Colour:Blue,Out of Stock,€7.60,,unitek-y-c812abl-patch-cable-cat6-blue-50m
Cable Inline male to male USB A USB Type C,"Connector USB Type C
Type Cable Male male USB A - USB C
Suitable for data transfer rates up to 480 Mb/s
Lenght 0.5 m",Out of Stock,€7.80,,cable-inline-male-to-male-usb-a-usb-type-c-4043718260621
Mercury Fig8 Power Cable 5.0m Bag 114.037UK,Type:Figure8|Length:5.0m,Out of Stock,€7.84,,mercury-fig8-power-cable-50m-bag-114037uk-5015972178027
Mercury IEC Lead 3.0m 10A Bag 114.009UK,Type:IEC|Length:3.0m,Out of Stock,€7.85,,mercury-iec-lead-30m-10a-bag-114009uk
Verbatim USB Drive 2.0 Pinstripe 32GB Black,Capacity:32GB|Speed:USB 2.0,Out of Stock,€7.90,,verbatim-usb-drive-20-pinstripe-32gb-black
Power Cable 16752A  C13 UK Plug 3m,"UK Plug
Connector C13 ; Angle 90
Cable For Desktop PC; UPS
Cable length 3 m",Out of Stock,€7.90,,power-cable-16752a-c13-uk-plug-3m
PWM 1 to 4 Splitter Gelid CA-PWM-03,"PWM &amp; Molex Inputs
4x PWM Outputs
Cable Length 42cm",Out of Stock,€7.90,,pwm-1-to-4-splitter-gelid-ca-pwm-03
PNY Attache 4 USB 3.1 Stick 32GB Black,Capacity:32GB|Speed:USB 3.1,Out of Stock,€7.99,,pny-attache-4-usb-31-stick-32gb-black
Imation OD16 Metal USB 2.0 Stick 64GB,Capacity:64GB|Speed:USB 2.0|Metal Housing:Yes,Out of Stock,€7.99,,imation-od16-metal-usb-20-stick-64gb
PNY Attache 4 USB 2.0 Stick 64GB Black,Capacity:64GB|Speed:USB 2.0,Out of Stock,€7.99,,pny-attache-4-usb-20-stick-64gb-black
HP Commuter Sporty Zip up backpack 5EE92AA,"Weight 0.39 kg
Dimensions : 29 x 16 x 44 cm
Color Blue
Warranty Peace-of-mind coverage: Rest easy with an HP standard one-year limited warranty.",Out of Stock,€8.00,€14.00,hp-commuter-sporty-zip-up-backpack-5ee92aa
Flash drive 32 GB SANDISK Ultra Flair USB 3.0,"Memory Capacity 32 GB
Hardware Interface USB 3.0
Read Speed 150 Megabytes Per Second",Out of Stock,€8.00,,flash-drive-32-gb-sandisk-ultra-flair-usb-30-
Case FAN Sama FRGB-BK 120mm,"Fan Size: 120mm
LED: FRGB
Fan Speed RPM: 1200RPM ± 10%
Interface: Molex",Out of Stock,€8.00,,case-fan-sama-frgb-bk-120mm
ADATA USB FLASH DRIVE 32GB AC008-32GB-RKD,"Connection: USB 2.0
Storage Capacity: 32 GB
Warranty: 5 Year",Out of Stock,€8.00,,-adata-usb-flash-drive-32gb-ac008-32gb-rkd
FAN TITAN 33347Z 40x40x10 mm 3pin,"Dimensions 40x40x10 mm 
Rated Fan Speed: 5000 RPM
Power: 12 V
Connection 3 Pin",Out of Stock,€8.00,,fan-titan-33347z-40x40x10-mm-3pin
Microphone Trust Primo desk / 3.5 mm connection,"Highly sensitive desk microphone on stand
For chatting, gaming, singing, etc.
Adjustable angle
1,80 m cable with 3,5 mm microphone plug",Out of Stock,€8.00,,microphone-trust-primo-desk-35-mm-connection
Emsisoft Mobile Security 1 device,"Scans all stored files for malware infections
Real time protection that blocks malicious apps as they arrive
Web Protection that blocks access to dangerous websites
Anti-Theft to lock or wipe the device remotely when stolen or lost",Out of Stock,€8.00,,emsisoft-mobile-security-1-device
